input_file,α,sam_ratio,subs_rate,rs,total_oligos,total_reads,mean_coverage,oligo_recovery(seq),dropout(seq),oligo_recovery(decode),dropout(decode),GRAND_pass_oligos,GRAND_fail_oligos,GRAND_success_rate,chunks_recovered,total_chunks,data_recovery,decode_success,decode_time
lena.jpg,0.5,0.01,0.0035,,644,5117,7.95,99.38,0.62,79.35,20.65,32,4,88.89,429,429,100.0,Yes,1.69
lena.jpg,0.5,0.01,0.0035,,644,5140,7.98,98.76,1.24,79.04,20.96,33,3,91.67,429,429,100.0,Yes,2.01
lena.jpg,0.5,0.01,0.0035,,644,5148,7.99,99.38,0.62,81.68,18.32,42,2,95.45,429,429,100.0,Yes,1.28
lena.jpg,0.5,0.01,0.0035,,644,5116,7.94,99.38,0.62,79.5,20.5,40,4,90.91,429,429,100.0,Yes,2.45
lena.jpg,0.5,0.01,0.0035,,644,5016,7.79,99.07,0.93,79.5,20.5,41,1,97.62,429,429,100.0,Yes,0.98
lena.jpg,0.5,0.01,0.0035,,644,5409,8.4,99.07,0.93,79.5,20.5,28,2,93.33,429,429,100.0,Yes,1.43
lena.jpg,0.5,0.01,0.0035,,644,5409,8.4,99.69,0.31,79.81,20.19,43,2,95.56,429,429,100.0,Yes,1.66
lena.jpg,0.5,0.01,0.0035,,644,5492,8.53,99.69,0.31,79.66,20.34,29,3,90.62,429,429,100.0,Yes,1.79
lena.jpg,0.5,0.01,0.0035,,644,5535,8.59,99.07,0.93,80.9,19.1,42,1,97.67,429,429,100.0,Yes,2.88
lena.jpg,0.5,0.01,0.0035,,644,5517,8.57,98.91,1.09,79.19,20.81,37,2,94.87,429,429,100.0,Yes,2.22
lena.jpg,0.5,0.01,0.0035,,644,5801,9.01,98.91,1.09,83.07,16.93,26,1,96.3,429,429,100.0,Yes,1.74
lena.jpg,0.5,0.01,0.0035,,644,5879,9.13,99.22,0.78,81.21,18.79,32,6,84.21,429,429,100.0,Yes,2.07
lena.jpg,0.5,0.01,0.0035,,644,5798,9.0,99.07,0.93,79.19,20.81,30,2,93.75,429,429,100.0,Yes,1.91
lena.jpg,0.5,0.01,0.0035,,644,5766,8.95,99.38,0.62,79.5,20.5,40,4,90.91,429,429,100.0,Yes,1.6
lena.jpg,0.5,0.01,0.0035,,644,5753,8.93,99.38,0.62,80.59,19.41,29,2,93.55,429,429,100.0,Yes,1.59
lena.jpg,0.5,0.01,0.0035,,644,6084,9.45,99.38,0.62,81.06,18.94,22,1,95.65,429,429,100.0,Yes,1.0
lena.jpg,0.5,0.01,0.0035,,644,6061,9.41,99.53,0.47,80.59,19.41,29,2,93.55,429,429,100.0,Yes,1.48
lena.jpg,0.5,0.01,0.0035,,644,5987,9.3,99.53,0.47,80.28,19.72,27,1,96.43,429,429,100.0,Yes,0.84
lena.jpg,0.5,0.01,0.0035,,644,6043,9.38,99.22,0.78,79.81,20.19,31,5,86.11,429,429,100.0,Yes,1.91
lena.jpg,0.5,0.01,0.0035,,644,5992,9.3,98.76,1.24,83.23,16.77,30,2,93.75,429,429,100.0,Yes,1.51
lena.jpg,0.5,0.01,0.0035,,644,6359,9.87,99.84,0.16,80.12,19.88,22,1,95.65,429,429,100.0,Yes,1.12
lena.jpg,0.5,0.01,0.0035,,644,6483,10.07,99.38,0.62,80.59,19.41,29,2,93.55,429,429,100.0,Yes,1.78
lena.jpg,0.5,0.01,0.0035,,644,6455,10.02,99.84,0.16,82.3,17.7,19,2,90.48,429,429,100.0,Yes,2133.18
lena.jpg,0.5,0.01,0.0035,,644,6357,9.87,99.84,0.16,79.97,20.03,19,2,90.48,429,429,100.0,Yes,0.65
lena.jpg,0.5,0.01,0.0035,,644,6345,9.85,99.53,0.47,79.81,20.19,20,1,95.24,429,429,100.0,Yes,0.66
